ID,Product_Type,Category,Local_Status,Printify_Product_ID,eBay_Item_ID,eBay_Item_URL,eBay_Title,eBay_Price,Latest_eBay_Views_30_Days,Latest_eBay_General_Status,Latest_eBay_Priority_Status,Etsy_Planned,Etsy_Title,Etsy_Launch_Status,Production_Path,Cover_Path,Gallery_Ready,Image_Note_Ready,Action_Bucket
Poster-Academia-0002,Poster,Academia,Printify_Published_Mockups5,69f2906f7f1017d51b0d5f76,406902600741,https://www.ebay.com/itm/406902600741,Dark Academia Obsidian Threshold Poster 12x18 Vintage Study Decor Mentor Wisdom,$34.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0002_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0002_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Academia-0003,Poster,Academia,Printify_Published_Mockups5,69f29152357398ded80f8178,406902616799,https://www.ebay.com/itm/406902616799,Dark Academia Serpentine Portal of Alchemical Texts 12x18 Poster Study Decor,$34.99,0,Promoted,Eligible,True,"Serpentine Portal of Alchemical Texts Study Decor Dark Academia Wall Art Print, Zen Study Poster, Wabi Sabi Room Decor",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0003_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0003_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Grimdark-0081,Acrylic,Grimdark,Printify_Published_Mockups5,69f299c1a3119247600cbe18,406902606976,https://www.ebay.com/itm/406902606976,Plague Doctor Raven Skull Grimdark Alchemy 5x7 Acrylic Art Block Collectible,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0081_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0081_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Zen-0001,Acrylic,Zen,Printify_Published_Mockups5,69f29a72c411a56f6902930d,406902620519,https://www.ebay.com/itm/406902620519,Zen Mechanical Crane 5x7 Acrylic Block Desk Art Calm Decor Origami Sculpture,$89.99,0,Promoted,Eligible,True,"Mechanical Crane Desk Art Calm Decor Origami Dark Academia Acrylic Block, Jade Desk Decor, Collector Shelf Gift",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0001_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0001_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Academia-0083,Poster,Academia,Printify_Published_Mockups5,69f2a1b8a7777da197101a96,406902669660,https://www.ebay.com/itm/406902669660,Academia Mentor-Grade Cosmic Lotus Observatory 12x18 Poster Steampunk Study,$34.99,0,Promoted,Eligible,True,"Mentor Grade Cosmic Lotus Observatory Steampunk Study Dark Academia Wall Art Print, Zen Study Poster, Wabi Sabi Room Decor",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0083_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0083_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Academia-0084,Poster,Academia,Printify_Published_Mockups5,69f2a2aacaeb1241880b9f6b,406902691983,https://www.ebay.com/itm/406902691983,Astrolabe Chalice Relic Dark Academia Poster 12x18 Vintage Study Decor Wall,$34.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0084_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0084_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Grimdark-0082,Acrylic,Grimdark,Printify_Published_Mockups5,69f2a7d0e64c9f31b70f79cf,406902633400,https://www.ebay.com/itm/406902633400,Grimdark Alchemical Terrarium Withered Mandrake Root Chamber 5x7 Acrylic Block,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0082_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0082_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Zen-0002,Acrylic,Zen,Printify_Published_Mockups5,69f2a8a5357398ded80f8faf,406902657898,https://www.ebay.com/itm/406902657898,Zen Aesthetic Ritual Bell Shrine 5x7 Acrylic Block for Meditation Desk Shelf,$89.99,0,Promoted,Eligible,True,"Ritual Bell Shrine for Meditation Desk Shelf Zen Aesthetic Acrylic Block, Jade Desk Decor, Collector Shelf Gift",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0002_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0002_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Zen-0003,Acrylic,Zen,Printify_Published_Mockups5,69f2a9b45f78c14a7b0a7290,406902673249,https://www.ebay.com/itm/406902673249,Zen Pagoda Fragment Relic 5x7 Acrylic Print Floating Tower Decor Jade Framework,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0003_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0003_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Academia-0091,Poster,Academia,Printify_Published_Mockups5,69f2b7ada7777da1971028d7,406902887127,https://www.ebay.com/itm/406902887127,Dark Academia Celestial Lotus Poster 12x18 Vintage Study Room Wall Art Decor,$34.99,0,Promoted,Eligible,True,"Celestial Lotus Study Room Decor Dark Academia Wall Art Print, Zen Study Poster, Wabi Sabi Room Decor",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0091_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0091_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Academia-0003,Acrylic,Academia,Printify_Published_Mockups5,69f2b9c3caeb1241880bae85,406902703464,https://www.ebay.com/itm/406902703464,Celestial Orrery Tree Bonsai Dark Academia 5x7 Acrylic Block Mentor-Grade Study,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Academia-0003_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Academia-0003_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Grimdark-0083,Acrylic,Grimdark,Printify_Published_Mockups5,69f2bac6343d8ca093077dd8,406902885214,https://www.ebay.com/itm/406902885214,Grimdark Ritual Censer Thurible 5x7 Acrylic Block Dark Academia Mentor-Grade,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0083_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0083_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Zen-0005,Acrylic,Zen,Printify_Published_Mockups5,69f2c22e9b469f716d0ea954,406902893289,https://www.ebay.com/itm/406902893289,Zen Incense Vessel Constellation 5x7 Acrylic Block for Meditation Desk Shelf,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0005_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0005_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Zen-0001,Poster,Zen,Printify_Published_Mockups5,69f2dc76cd8d046051041f06,406902890971,https://www.ebay.com/itm/406902890971,Zen Bonsai Wall Art Celestial Gate of Jade Mist 12x18 Poster Meditation Decor,$34.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0001_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0001_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Zen-0002,Poster,Zen,Printify_Published_Mockups5,69f2cf675f78c14a7b0a894c,406902897663,https://www.ebay.com/itm/406902897663,Dark Academia Phoenix Incense Burner 12x18 Poster Ritual Zen Decor Wall Study,$34.99,0,Promoted,Eligible,True,"Phoenix Incense Burner Ritual Decor Wall Study Dark Academia Wall Art Print, Zen Study Poster, Wabi Sabi Room Decor",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0002_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0002_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Zen-0007,Acrylic,Zen,Printify_Published_Mockups5,69f2d3ab5f78c14a7b0a8b87,406903028253,https://www.ebay.com/itm/406903028253,Zen Aesthetic Sacred Lotus Meditation Bell 5x7 Acrylic Block for Altar Decor,$89.99,0,Promoted,Eligible,True,"Sacred Lotus Meditation Bell for Altar Decor Zen Aesthetic Acrylic Block, Jade Desk Decor, Collector Shelf Gift",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0007_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0007_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Zen-0008,Acrylic,Zen,Printify_Published_Mockups5,69f2d49b81039eb9ab0b583c,406903036452,https://www.ebay.com/itm/406903036452,Zen Celestial Bonsai Moon Garden 5x7 Acrylic Block for Serene Desk Decor Shelf,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0008_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0008_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Zen-0004,Poster,Zen,Printify_Published_Mockups5,69f2dddb9577aaffd506bc32,406903026999,https://www.ebay.com/itm/406903026999,Zen Celestial Compass Poster 12x18 Wall Art Calm Study Decor Library Gift Room,$34.99,0,Promoted,Eligible,True,"Celestial Compass Calm Study Decor Library Room Dark Academia Wall Art Print, Zen Study Poster, Wabi Sabi Room Decor",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0004_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0004_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Zen-0005,Poster,Zen,Printify_Published_Mockups5,69f2db1a3c6616b960034a37,406903033377,https://www.ebay.com/itm/406903033377,Zen Phoenix Rebirth Vessel 12x18 Poster for Meditation Room Decor Wall Study,$34.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0005_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0005_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Academia-0005,Acrylic,Academia,Printify_Published_Mockups4,69f80ad2d3b9dc73b1051dbd,406903039716,https://www.ebay.com/itm/406903039716,Alchemical Star Flask Vessel 5x7 Acrylic Block Dark Academia Desk Decor Shelf,$89.99,0,Promoted,Eligible,True,"Alchemical Star Flask Vessel Desk Decor Shelf Dark Academia Acrylic Block, Jade Desk Decor, Collector Shelf Gift",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Academia-0005_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Academia-0005_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Grimdark-0085,Acrylic,Grimdark,Printify_Published_Mockups4,69f2e4c77e3402ea470630eb,406903043482,https://www.ebay.com/itm/406903043482,Alchemist Divination Compass Grimdark 5x7 Acrylic Display Mentor-Grade Occult,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0085_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0085_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Zen-0009,Acrylic,Zen,Printify_Published_Mockups8,69f80f8a83a8608fd80ec283,406903047385,https://www.ebay.com/itm/406903047385,"Zen Bamboo Flute 5x7 Acrylic Block, Whispering Shakuhachi Meditation Art Gift",$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0009_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0009_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Zen-0010,Acrylic,Zen,Printify_Published_Mockups8,69f810485da263f75f049bf8,406903213858,https://www.ebay.com/itm/406903213858,Zen Lotus Seed Pod Vessel 5x7 Acrylic Block for Mindful Desk Decor Shelf Study,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0010_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0010_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Grimdark-0001,Acrylic,Grimdark,Printify_Published_Mockups4,69f82b8aa1a4c45aad055063,406903249745,https://www.ebay.com/itm/406903249745,Gothic Lantern Soul Cage 5x7 Acrylic Block Grimdark Study Decor Crimson Flame,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0001_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0001_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Grimdark-0004,Acrylic,Grimdark,Printify_Published_Mockups8,69f82c8609f3b7302401cacf,406903250705,https://www.ebay.com/itm/406903250705,Grimdark Gothic Lantern 5x7 Acrylic Block Shadowbound Sentinel Beacon Dark Gift,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0004_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0004_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Acrylic-Grimdark-0005,Acrylic,Grimdark,Printify_Published_Mockups4,69f8388b25819cdf3d0538bc,406903251829,https://www.ebay.com/itm/406903251829,Gothic Necromancer Soul Reliquary 5x7 Acrylic Grimdark Artifact Decor Shelf,$89.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0005_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0005_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Academia-0005,Poster,Academia,Printify_Published_Mockups4,69f847b45da263f75f04cdbd,406903038850,https://www.ebay.com/itm/406903038850,Arcane Archway of Forbidden Chronicles Dark Academia 12x18 Poster Study Room,$34.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0005_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0005_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Academia-0006,Poster,Academia,Printify_Published_Mockups5,69f84864feed9979d10cd5ba,406903042690,https://www.ebay.com/itm/406903042690,Dark Academia Ethereal Torii Poster 12x18 Study Room Decor Scholarly Ascension,$34.99,0,Promoted,Eligible,True,"Ethereal Torii Study Room Decor Scholarly Ascension Dark Academia Wall Art Print, Zen Study Poster, Wabi Sabi Room Decor",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0006_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0006_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Academia-0008,Poster,Academia,Printify_Published_Mockups4,69f84b3d5da263f75f04d1f7,406903046097,https://www.ebay.com/itm/406903046097,Dark Academia Mystic Threshold Infinite Knowledge Poster 12x18 Study Decor Wall,$34.99,0,Promoted,Eligible,True,"Mystic Threshold Infinite Knowledge Study Decor Wall Dark Academia Wall Art Print, Zen Study Poster, Wabi Sabi Room Decor",Draft_Prepared_Not_Published,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0008_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0008_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Academia-0009,Poster,Academia,Printify_Published_Mockups4,69f8547125819cdf3d05522b,406903209258,https://www.ebay.com/itm/406903209258,Dark Academia Sanctum Gate of Preserved Wisdom 12x18 Poster Study Decor Wall,$34.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0009_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0009_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
Poster-Academia-0010,Poster,Academia,Printify_Published_Mockups4,69f854ed09f3b7302401ed2e,406903249496,https://www.ebay.com/itm/406903249496,Dark Academia Hermetic Portal of Ancient Codices 12x18 Poster Study Decor Wall,$34.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0010_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0010_Ready_for_Steaming\Cover_Mockup.png,True,True,Published_Zero_View_Copy_Ad_Review
