ID,Product_Type,eBay_Item_ID,Printify_Product_ID,Online_Result,Best_U_Label,Repair_Method,Repair_Note,Cover_Path,Status,Last_Repair_Attempt
Sticker-Zen-0058,Sticker,406903049411,69f259bc5f78c14a7b0a4760,LIKELY_SINGLE_U_MISMATCH,U1,SOURCE_REPAIR_REQUIRED,"Repair Printify source mockups first, then re-sync from Printify and re-audit eBay. eBay Reports cannot revise variation pictures for these Printify-synced inventory-managed listings. The failed result returned: Items that are managed by Inventory do not allow Add/Delete variation pictures.",C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0058_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Sticker-Zen-0060,Sticker,406903249053,69f25a86a7777da1970ff5f3,LIKELY_SINGLE_U_MISMATCH,U1,SOURCE_REPAIR_REQUIRED,"Repair Printify source mockups first, then re-sync from Printify and re-audit eBay. eBay Reports cannot revise variation pictures for these Printify-synced inventory-managed listings. The failed result returned: Items that are managed by Inventory do not allow Add/Delete variation pictures.",C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0060_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Sticker-Zen-0061,Sticker,406903249987,69f25b3ce64c9f31b70f50ed,LIKELY_SINGLE_U_MISMATCH,U2,SOURCE_REPAIR_REQUIRED,"Repair Printify source mockups first, then re-sync from Printify and re-audit eBay. eBay Reports cannot revise variation pictures for these Printify-synced inventory-managed listings. The failed result returned: Items that are managed by Inventory do not allow Add/Delete variation pictures.",C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0061_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Sticker-Zen-0062,Sticker,406903250891,69f25bee9b469f716d0e7056,LIKELY_SINGLE_U_MISMATCH,U2,SOURCE_REPAIR_REQUIRED,"Repair Printify source mockups first, then re-sync from Printify and re-audit eBay. eBay Reports cannot revise variation pictures for these Printify-synced inventory-managed listings. The failed result returned: Items that are managed by Inventory do not allow Add/Delete variation pictures.",C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0062_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Sticker-Zen-0063,Sticker,406903252007,69f25ca39577aaffd5066a80,LIKELY_SINGLE_U_MISMATCH,U2,SOURCE_REPAIR_REQUIRED,"Repair Printify source mockups first, then re-sync from Printify and re-audit eBay. eBay Reports cannot revise variation pictures for these Printify-synced inventory-managed listings. The failed result returned: Items that are managed by Inventory do not allow Add/Delete variation pictures.",C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0063_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Sticker-Zen-0066,Sticker,406903252739,69f25d56c326d7da170c0f79,LIKELY_SINGLE_U_MISMATCH,U1,SOURCE_REPAIR_REQUIRED,"Repair Printify source mockups first, then re-sync from Printify and re-audit eBay. eBay Reports cannot revise variation pictures for these Printify-synced inventory-managed listings. The failed result returned: Items that are managed by Inventory do not allow Add/Delete variation pictures.",C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0066_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Sticker-Zen-0069,Sticker,406903753067,69f26062cd8d04605103d10b,LIKELY_SINGLE_U_MISMATCH,U4,SOURCE_REPAIR_REQUIRED,"Repair Printify source mockups first, then re-sync from Printify and re-audit eBay. eBay Reports cannot revise variation pictures for these Printify-synced inventory-managed listings. The failed result returned: Items that are managed by Inventory do not allow Add/Delete variation pictures.",C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0069_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Sticker-Zen-0070,Sticker,406903757240,69f261185f78c14a7b0a4b29,LIKELY_SINGLE_U_MISMATCH,U2,SOURCE_REPAIR_REQUIRED,"Repair Printify source mockups first, then re-sync from Printify and re-audit eBay. eBay Reports cannot revise variation pictures for these Printify-synced inventory-managed listings. The failed result returned: Items that are managed by Inventory do not allow Add/Delete variation pictures.",C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0070_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Sticker-Zen-0071,Sticker,406903762328,69f261cd5269e3325904b816,LIKELY_SINGLE_U_MISMATCH,U1,SOURCE_REPAIR_REQUIRED,"Repair Printify source mockups first, then re-sync from Printify and re-audit eBay. eBay Reports cannot revise variation pictures for these Printify-synced inventory-managed listings. The failed result returned: Items that are managed by Inventory do not allow Add/Delete variation pictures.",C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0071_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Poster-Academia-0001,Poster,406902584620,69f28800cd8d04605103e53a,LIKELY_SINGLE_U_MISMATCH,U1,NON_STICKER_REVIEW_REQUIRED,Non-sticker cover mismatch is high-confidence but may be a legitimate single-image product. Review before relisting or source repair.,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0001_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Poster-Academia-0003,Poster,406902616799,69f29152357398ded80f8178,LIKELY_SINGLE_U_MISMATCH,U1,NON_STICKER_REVIEW_REQUIRED,Non-sticker cover mismatch is high-confidence but may be a legitimate single-image product. Review before relisting or source repair.,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0003_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Acrylic-Grimdark-0081,Acrylic,406902606976,69f299c1a3119247600cbe18,LIKELY_SINGLE_U_MISMATCH,U1,NON_STICKER_REVIEW_REQUIRED,Non-sticker cover mismatch is high-confidence but may be a legitimate single-image product. Review before relisting or source repair.,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0081_Ready_for_Steaming\Cover_Mockup.png,PENDING,
Acrylic-Zen-0001,Acrylic,406902620519,69f29a72c411a56f6902930d,LIKELY_SINGLE_U_MISMATCH,U1,NON_STICKER_REVIEW_REQUIRED,Non-sticker cover mismatch is high-confidence but may be a legitimate single-image product. Review before relisting or source repair.,C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0001_Ready_for_Steaming\Cover_Mockup.png,PENDING,
