ID,Product_Type,Image_Role,Path,Exists,Format,Size,File_Size_KB,Info_Keys,EXIF_Key_Count,Read_Status
Sticker-Academia-0002,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0002_Ready_for_Steaming\Sticker-Academia-0002_U3_Grid.png,False,,,,,,MISSING
Sticker-Academia-0002,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0002_Ready_for_Steaming\Sticker-Academia-0002_U4_Grid.png,False,,,,,,MISSING
Sticker-Academia-0003,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0003_Not_Working_LowRes\Production_Design.png,True,PNG,1664x1664,802.3,dpi,0,OK
Sticker-Academia-0003,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0003_Ready_for_Steaming\Cover_Mockup.png,False,,,,,,MISSING
Sticker-Academia-0003,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0003_Ready_for_Steaming\Sticker-Academia-0003_U1_Grid.png,False,,,,,,MISSING
Sticker-Academia-0003,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0003_Ready_for_Steaming\Sticker-Academia-0003_U2_Grid.png,False,,,,,,MISSING
Sticker-Academia-0003,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0003_Ready_for_Steaming\Sticker-Academia-0003_U3_Grid.png,False,,,,,,MISSING
Sticker-Academia-0003,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0003_Ready_for_Steaming\Sticker-Academia-0003_U4_Grid.png,False,,,,,,MISSING
Sticker-Academia-0004,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0004_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,2684.5,dpi,0,OK
Sticker-Academia-0004,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0004_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,2790.9,dpi,0,OK
Sticker-Academia-0004,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0004_Ready_for_Steaming\Sticker-Academia-0004_U1_Grid.png,True,PNG,1024x1024,1060.7,XML:com.adobe.xmp,0,OK
Sticker-Academia-0004,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0004_Ready_for_Steaming\Sticker-Academia-0004_U2_Grid.png,True,PNG,1024x1024,770.2,XML:com.adobe.xmp,0,OK
Sticker-Academia-0004,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0004_Ready_for_Steaming\Sticker-Academia-0004_U3_Grid.png,True,PNG,1024x1024,945.5,XML:com.adobe.xmp,0,OK
Sticker-Academia-0004,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0004_Ready_for_Steaming\Sticker-Academia-0004_U4_Grid.png,True,PNG,1024x1024,977.7,XML:com.adobe.xmp,0,OK
Sticker-Academia-0005,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0005_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,3074.1,dpi,0,OK
Sticker-Academia-0005,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0005_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,3777.8,dpi,0,OK
Sticker-Academia-0005,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0005_Ready_for_Steaming\Sticker-Academia-0005_U1_Grid.png,True,PNG,1024x1024,1354.1,XML:com.adobe.xmp,0,OK
Sticker-Academia-0005,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0005_Ready_for_Steaming\Sticker-Academia-0005_U2_Grid.png,True,PNG,1024x1024,1204.6,XML:com.adobe.xmp,0,OK
Sticker-Academia-0005,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0005_Ready_for_Steaming\Sticker-Academia-0005_U3_Grid.png,True,PNG,1024x1024,1608.4,XML:com.adobe.xmp,0,OK
Sticker-Academia-0005,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0005_Ready_for_Steaming\Sticker-Academia-0005_U4_Grid.png,True,PNG,1024x1024,968.4,XML:com.adobe.xmp,0,OK
Sticker-Academia-0006,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0006_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,2108.8,dpi,0,OK
Sticker-Academia-0006,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0006_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,2690.0,dpi,0,OK
Sticker-Academia-0006,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0006_Ready_for_Steaming\Sticker-Academia-0006_U1_Grid.png,True,PNG,1024x1024,1053.8,XML:com.adobe.xmp,0,OK
Sticker-Academia-0006,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0006_Ready_for_Steaming\Sticker-Academia-0006_U2_Grid.png,True,PNG,1024x1024,757.6,XML:com.adobe.xmp,0,OK
Sticker-Academia-0006,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0006_Ready_for_Steaming\Sticker-Academia-0006_U3_Grid.png,True,PNG,1024x1024,865.6,XML:com.adobe.xmp,0,OK
Sticker-Academia-0006,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0006_Ready_for_Steaming\Sticker-Academia-0006_U4_Grid.png,True,PNG,1024x1024,844.3,XML:com.adobe.xmp,0,OK
Sticker-Academia-0007,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0007_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,3608.9,dpi,0,OK
Sticker-Academia-0007,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0007_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,3744.1,dpi,0,OK
Sticker-Academia-0007,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0007_Ready_for_Steaming\Sticker-Academia-0007_U1_Grid.png,True,PNG,1024x1024,1228.7,XML:com.adobe.xmp,0,OK
Sticker-Academia-0007,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0007_Ready_for_Steaming\Sticker-Academia-0007_U2_Grid.png,True,PNG,1024x1024,1413.3,XML:com.adobe.xmp,0,OK
Sticker-Academia-0007,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0007_Ready_for_Steaming\Sticker-Academia-0007_U3_Grid.png,True,PNG,1024x1024,1135.4,XML:com.adobe.xmp,0,OK
Sticker-Academia-0007,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0007_Ready_for_Steaming\Sticker-Academia-0007_U4_Grid.png,True,PNG,1024x1024,1391.8,XML:com.adobe.xmp,0,OK
Sticker-Academia-0008,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0008_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,1677.1,dpi,0,OK
Sticker-Academia-0008,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0008_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,2564.9,dpi,0,OK
Sticker-Academia-0008,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0008_Ready_for_Steaming\Sticker-Academia-0008_U1_Grid.png,True,PNG,1024x1024,862.4,XML:com.adobe.xmp,0,OK
Sticker-Academia-0008,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0008_Ready_for_Steaming\Sticker-Academia-0008_U2_Grid.png,True,PNG,1024x1024,660.8,XML:com.adobe.xmp,0,OK
Sticker-Academia-0008,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0008_Ready_for_Steaming\Sticker-Academia-0008_U3_Grid.png,True,PNG,1024x1024,937.0,XML:com.adobe.xmp,0,OK
Sticker-Academia-0008,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0008_Ready_for_Steaming\Sticker-Academia-0008_U4_Grid.png,True,PNG,1024x1024,901.8,XML:com.adobe.xmp,0,OK
Sticker-Academia-0009,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0009_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,4657.1,dpi,0,OK
Sticker-Academia-0009,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0009_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,4353.0,dpi,0,OK
Sticker-Academia-0009,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0009_Ready_for_Steaming\Sticker-Academia-0009_U1_Grid.png,True,PNG,1024x1024,1655.4,XML:com.adobe.xmp,0,OK
Sticker-Academia-0009,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0009_Ready_for_Steaming\Sticker-Academia-0009_U2_Grid.png,True,PNG,1024x1024,1253.0,XML:com.adobe.xmp,0,OK
Sticker-Academia-0009,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0009_Ready_for_Steaming\Sticker-Academia-0009_U3_Grid.png,True,PNG,1024x1024,1515.4,XML:com.adobe.xmp,0,OK
Sticker-Academia-0009,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0009_Ready_for_Steaming\Sticker-Academia-0009_U4_Grid.png,True,PNG,1024x1024,1390.7,XML:com.adobe.xmp,0,OK
Sticker-Academia-0010,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0010_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,3526.8,dpi,0,OK
Sticker-Academia-0010,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0010_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,3901.0,dpi,0,OK
Sticker-Academia-0010,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0010_Ready_for_Steaming\Sticker-Academia-0010_U1_Grid.png,True,PNG,1024x1024,1281.1,XML:com.adobe.xmp,0,OK
Sticker-Academia-0010,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0010_Ready_for_Steaming\Sticker-Academia-0010_U2_Grid.png,True,PNG,1024x1024,1358.1,XML:com.adobe.xmp,0,OK
Sticker-Academia-0010,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0010_Ready_for_Steaming\Sticker-Academia-0010_U3_Grid.png,True,PNG,1024x1024,1124.1,XML:com.adobe.xmp,0,OK
Sticker-Academia-0010,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0010_Ready_for_Steaming\Sticker-Academia-0010_U4_Grid.png,True,PNG,1024x1024,1639.8,XML:com.adobe.xmp,0,OK
Sticker-Academia-0011,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,2532.2,dpi,0,OK
Sticker-Academia-0011,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,3029.0,dpi,0,OK
Sticker-Academia-0011,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Sticker-Academia-0011_U1_Grid.png,True,PNG,1024x1024,950.2,XML:com.adobe.xmp,0,OK
Sticker-Academia-0011,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Sticker-Academia-0011_U2_Grid.png,True,PNG,1024x1024,727.0,XML:com.adobe.xmp,0,OK
Sticker-Academia-0011,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Sticker-Academia-0011_U3_Grid.png,True,PNG,1024x1024,1545.3,XML:com.adobe.xmp,0,OK
Sticker-Academia-0011,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Sticker-Academia-0011_U4_Grid.png,True,PNG,1024x1024,734.7,XML:com.adobe.xmp,0,OK
Sticker-Academia-0013,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0013_Not_Working_LowRes\Production_Design.png,True,PNG,1664x1664,1257.8,dpi,0,OK
Sticker-Academia-0013,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0013_Ready_for_Steaming\Cover_Mockup.png,False,,,,,,MISSING
Sticker-Academia-0013,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0013_Ready_for_Steaming\Sticker-Academia-0013_U1_Grid.png,False,,,,,,MISSING
Sticker-Academia-0013,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0013_Ready_for_Steaming\Sticker-Academia-0013_U2_Grid.png,False,,,,,,MISSING
Sticker-Academia-0013,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0013_Ready_for_Steaming\Sticker-Academia-0013_U3_Grid.png,False,,,,,,MISSING
Sticker-Academia-0013,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0013_Ready_for_Steaming\Sticker-Academia-0013_U4_Grid.png,False,,,,,,MISSING
Sticker-Academia-0014,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,2650.1,dpi,0,OK
Sticker-Academia-0014,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,2460.6,dpi,0,OK
Sticker-Academia-0014,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Sticker-Academia-0014_U1_Grid.png,True,PNG,1024x1024,636.8,XML:com.adobe.xmp,0,OK
Sticker-Academia-0014,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Sticker-Academia-0014_U2_Grid.png,True,PNG,1024x1024,1204.2,XML:com.adobe.xmp,0,OK
Sticker-Academia-0014,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Sticker-Academia-0014_U3_Grid.png,True,PNG,1024x1024,610.0,XML:com.adobe.xmp,0,OK
Sticker-Academia-0014,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Sticker-Academia-0014_U4_Grid.png,True,PNG,1024x1024,809.3,XML:com.adobe.xmp,0,OK
Sticker-Academia-0015,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,1745.4,dpi,0,OK
Sticker-Academia-0015,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,2082.6,dpi,0,OK
Sticker-Academia-0015,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Sticker-Academia-0015_U1_Grid.png,True,PNG,1024x1024,684.1,XML:com.adobe.xmp,0,OK
Sticker-Academia-0015,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Sticker-Academia-0015_U2_Grid.png,True,PNG,1024x1024,821.9,XML:com.adobe.xmp,0,OK
Sticker-Academia-0015,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Sticker-Academia-0015_U3_Grid.png,True,PNG,1024x1024,549.3,XML:com.adobe.xmp,0,OK
Sticker-Academia-0015,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Sticker-Academia-0015_U4_Grid.png,True,PNG,1024x1024,691.0,XML:com.adobe.xmp,0,OK
Sticker-Academia-0016,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,2231.4,dpi,0,OK
Sticker-Academia-0016,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,2917.0,dpi,0,OK
Sticker-Academia-0016,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Sticker-Academia-0016_U1_Grid.png,True,PNG,1024x1024,1177.4,XML:com.adobe.xmp,0,OK
Sticker-Academia-0016,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Sticker-Academia-0016_U2_Grid.png,True,PNG,1024x1024,766.5,XML:com.adobe.xmp,0,OK
Sticker-Academia-0016,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Sticker-Academia-0016_U3_Grid.png,True,PNG,1024x1024,662.7,XML:com.adobe.xmp,0,OK
Sticker-Academia-0016,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Sticker-Academia-0016_U4_Grid.png,True,PNG,1024x1024,1278.8,XML:com.adobe.xmp,0,OK
Sticker-Zen-0001,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,2794.4,dpi,0,OK
Sticker-Zen-0001,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,2668.1,dpi,0,OK
Sticker-Zen-0001,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Sticker-Zen-0001_U1_Grid.png,True,PNG,1024x1024,841.4,XML:com.adobe.xmp,0,OK
Sticker-Zen-0001,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Sticker-Zen-0001_U2_Grid.png,True,PNG,1024x1024,890.1,XML:com.adobe.xmp,0,OK
Sticker-Zen-0001,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Sticker-Zen-0001_U3_Grid.png,True,PNG,1024x1024,955.7,XML:com.adobe.xmp,0,OK
Sticker-Zen-0001,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Sticker-Zen-0001_U4_Grid.png,True,PNG,1024x1024,689.6,XML:com.adobe.xmp,0,OK
Sticker-Zen-0002,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,2930.0,dpi,0,OK
Sticker-Zen-0002,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,3468.5,dpi,0,OK
Sticker-Zen-0002,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Sticker-Zen-0002_U1_Grid.png,True,PNG,1024x1024,1076.2,XML:com.adobe.xmp,0,OK
Sticker-Zen-0002,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Sticker-Zen-0002_U2_Grid.png,True,PNG,1024x1024,1254.4,XML:com.adobe.xmp,0,OK
Sticker-Zen-0002,Sticker,Gallery_U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Sticker-Zen-0002_U3_Grid.png,True,PNG,1024x1024,1203.3,XML:com.adobe.xmp,0,OK
Sticker-Zen-0002,Sticker,Gallery_U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Sticker-Zen-0002_U4_Grid.png,True,PNG,1024x1024,1001.9,XML:com.adobe.xmp,0,OK
Sticker-Zen-0003,Sticker,Production,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0003_Ready_for_Steaming\Production_Design.png,True,PNG,1664x1664,3813.3,dpi,0,OK
Sticker-Zen-0003,Sticker,Cover,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0003_Ready_for_Steaming\Cover_Mockup.png,True,PNG,1800x1800,4459.1,dpi,0,OK
Sticker-Zen-0003,Sticker,Gallery_U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0003_Ready_for_Steaming\Sticker-Zen-0003_U1_Grid.png,True,PNG,1024x1024,1257.5,XML:com.adobe.xmp,0,OK
Sticker-Zen-0003,Sticker,Gallery_U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0003_Ready_for_Steaming\Sticker-Zen-0003_U2_Grid.png,True,PNG,1024x1024,1284.4,XML:com.adobe.xmp,0,OK
