Timestamp,ID,Group,Product_Type,eBay_Item_ID,Printify_Product_ID,Views_30_Days,Old_Title_Length,New_Title_Length,Old_Title,New_Title,Action,Success_Metric
2026-05-05 18:22:20 ,Sticker-Zen-0007,A_TITLE_INTENT_REWRITE,Sticker,406892413333,69f1ad9bbb6f6dd6270dc5df,0,75,78,Cherry Blossom Branch 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,4pc Sticker Set Cherry Blossom Branch Vinyl Decals Laptop Bottle Zen Aesthetic,LOCAL_TITLE_DESCRIPTION_UPDATED,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0008,A_TITLE_INTENT_REWRITE,Sticker,406892413714,69f1aef4bb6f6dd6270dc7d5,0,77,77,Minimal Zen Circle Ens 4pc 6x6 Sticker Sheet Serene Mindful Clean Decor Vinyl,4pc Kiss-Cut Sticker Set Circle Ens Laptop Journal Bottle Zen Aesthetic Decal,LOCAL_TITLE_DESCRIPTION_UPDATED,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0010,B_COVER_QA_PRIORITY,Sticker,406892414116,69f1b00840c796ee97058144,0,79,79,Floating Island Sanctuary 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,Floating Island Sanctuary 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0022,B_COVER_QA_PRIORITY,Sticker,406892414235,69f1b1ab63935da7e8064bab,0,76,76,Mindful Zen Garden Stone Meis seki 4pc 6x6 Vinyl Sticker Laptop Journal Gift,Mindful Zen Garden Stone Meis seki 4pc 6x6 Vinyl Sticker Laptop Journal Gift,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0025,B_COVER_QA_PRIORITY,Sticker,406892327989,69f1cb4ef6b83091a50959f5,0,78,78,Koi Fish in Jade Pond Hisui no Koi Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Luck,Koi Fish in Jade Pond Hisui no Koi Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Luck,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0027,B_COVER_QA_PRIORITY,Sticker,406892414741,69f1ce0f11e0745fcb0da03a,0,78,78,Minimal Zen Temple Lantern Zendera no T r 4pc 6x6 Sticker Sheet Serene Mindful,Minimal Zen Temple Lantern Zendera no T r 4pc 6x6 Sticker Sheet Serene Mindful,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0041,B_COVER_QA_PRIORITY,Sticker,406902593931,69f1db9382fcf925cf08206d,0,75,75,Minimal Zen Kintsugi Gold Dragon 4pc 6x6 Sticker Sheet Serene Mindful Clean,Minimal Zen Kintsugi Gold Dragon 4pc 6x6 Sticker Sheet Serene Mindful Clean,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0044,B_COVER_QA_PRIORITY,Sticker,406902622710,69f2396ccaeb1241880b692d,0,78,78,Zen Aesthetic Dragon Coil 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water Bottle,Zen Aesthetic Dragon Coil 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water Bottle,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0045,B_COVER_QA_PRIORITY,Sticker,406902640998,69f21a5da7777da1970fd378,0,79,79,Floating Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Sky Art,Floating Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Sky Art,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0046,B_COVER_QA_PRIORITY,Sticker,406902663232,69f21b07b0d6b88b2805ebe3,0,76,76,Zen Aesthetic Dragon and Pearl 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water,Zen Aesthetic Dragon and Pearl 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0049,B_COVER_QA_PRIORITY,Sticker,406902713267,69f23a2fa7777da1970fe60d,0,78,78,Sleeping Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Laptop,Sleeping Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Laptop,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0050,B_COVER_QA_PRIORITY,Sticker,406902886081,69f23a99c326d7da170bfe8d,0,78,78,Translucent Jade Dragon Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,Translucent Jade Dragon Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0051,B_COVER_QA_PRIORITY,Sticker,406902889638,69f23b5ce64c9f31b70f415b,0,75,75,Kintsugi Gold Dragon Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,Kintsugi Gold Dragon Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0052,B_COVER_QA_PRIORITY,Sticker,406902896387,69f23c10caeb1241880b6afe,0,75,75,Bioluminescent Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,Bioluminescent Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0053,B_COVER_QA_PRIORITY,Sticker,406902900109,69f252f4357398ded80f61c9,0,79,79,Crystalline Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Gift,Crystalline Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Gift,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0054,B_COVER_QA_PRIORITY,Sticker,406903032635,69f253bc357398ded80f6242,0,78,78,Dragon Meditation Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Gift,Dragon Meditation Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Gift,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0055,C_HOLDOUT_CONTROL,Sticker,406903037933,69f2547229c1d0349a00e796,0,79,79,Mindful Zen Azure Dragon Warrior 4pc 6x6 Vinyl Sticker Laptop Journal Gift Desk,Mindful Zen Azure Dragon Warrior 4pc 6x6 Vinyl Sticker Laptop Journal Gift Desk,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0056,C_HOLDOUT_CONTROL,Sticker,406903041315,69f25526ad218fe47f0cc0d3,0,75,75,Dragon Cherry Blossom 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,Dragon Cherry Blossom 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0057,C_HOLDOUT_CONTROL,Sticker,406903044643,69f255dae64c9f31b70f4ea6,0,79,79,Moonlit Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal Desk Decor,Moonlit Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal Desk Decor,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0058,C_HOLDOUT_CONTROL,Sticker,406903049411,69f259bc5f78c14a7b0a4760,0,79,79,Minimal Zen Dragon Calligraphy 4pc 6x6 Sticker Sheet Serene Mindful Clean Decor,Minimal Zen Dragon Calligraphy 4pc 6x6 Sticker Sheet Serene Mindful Clean Decor,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0060,C_HOLDOUT_CONTROL,Sticker,406903249053,69f25a86a7777da1970ff5f3,0,78,78,Minimal Zen Translucent Jade Dragon 4pc 6x6 Sticker Sheet Serene Mindful Clean,Minimal Zen Translucent Jade Dragon 4pc 6x6 Sticker Sheet Serene Mindful Clean,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0061,C_HOLDOUT_CONTROL,Sticker,406903249987,69f25b3ce64c9f31b70f50ed,0,79,79,Minimal Zen Kintsugi Gold Dragon 4pc 6x6 Sticker Sheet Serene Mindful Calm Gift,Minimal Zen Kintsugi Gold Dragon 4pc 6x6 Sticker Sheet Serene Mindful Calm Gift,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0062,C_HOLDOUT_CONTROL,Sticker,406903250891,69f25bee9b469f716d0e7056,0,75,75,Zen Aesthetic Bioluminescent Dragon 4pc 6x6 Kiss-Cut Sticker Laptop Journal,Zen Aesthetic Bioluminescent Dragon 4pc 6x6 Kiss-Cut Sticker Laptop Journal,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0063,C_HOLDOUT_CONTROL,Sticker,406903252007,69f25ca39577aaffd5066a80,0,77,77,Crystalline Dragon Core 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,Crystalline Dragon Core 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0066,C_HOLDOUT_CONTROL,Sticker,406903252739,69f25d56c326d7da170c0f79,0,79,79,Golden Vein Circuitry Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Gift,Golden Vein Circuitry Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Gift,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0069,C_HOLDOUT_CONTROL,Sticker,406903753067,69f26062cd8d04605103d10b,0,76,76,Minimal Zen Dragon Guardian 4pc 6x6 Sticker Sheet Serene Mindful Clean Decor,Minimal Zen Dragon Guardian 4pc 6x6 Sticker Sheet Serene Mindful Clean Decor,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0070,C_HOLDOUT_CONTROL,Sticker,406903757240,69f261185f78c14a7b0a4b29,0,77,77,Minimal Zen Jade Phoenix Ascension 4pc 6x6 Sticker Sheet Serene Mindful Clean,Minimal Zen Jade Phoenix Ascension 4pc 6x6 Sticker Sheet Serene Mindful Clean,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
2026-05-05 18:22:20 ,Sticker-Zen-0071,C_HOLDOUT_CONTROL,Sticker,406903762328,69f261cd5269e3325904b816,0,79,79,Zen Aesthetic Lotus Lantern Vessel 4pc 6x6 Kiss-Cut Sticker Laptop Journal Gift,Zen Aesthetic Lotus Lantern Vessel 4pc 6x6 Kiss-Cut Sticker Laptop Journal Gift,NO_LOCAL_CHANGE,48-72h views/impressions/clicks compared with holdout
