ID,Title,File_Column,Path,Exists,Width,Height,MB,Mode,OK,Issue,Listing_OK
Poster-Zen-0001,Zen Bonsai Wall Art Celestial Gate of Jade Mist Printable Wall Art Meditation Decor Digital Download,Digital_File_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0001_Zen-Bonsai-Wall-Art-Celestial-Gate-of-Jade-Mist\Poster-Zen-0001_4x5_QuietRelicStudio.jpg,True,3600,4500,2.24,RGB,True,,True
Poster-Zen-0001,Zen Bonsai Wall Art Celestial Gate of Jade Mist Printable Wall Art Meditation Decor Digital Download,Digital_File_4,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0001_Zen-Bonsai-Wall-Art-Celestial-Gate-of-Jade-Mist\Poster-Zen-0001_11x14_QuietRelicStudio.jpg,True,3300,4200,2.01,RGB,True,,True
Poster-Zen-0001,Zen Bonsai Wall Art Celestial Gate of Jade Mist Printable Wall Art Meditation Decor Digital Download,Digital_File_5,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0001_Zen-Bonsai-Wall-Art-Celestial-Gate-of-Jade-Mist\Poster-Zen-0001_A-Series_QuietRelicStudio.jpg,True,3508,4961,2.34,RGB,True,,True
Poster-Zen-0001,Zen Bonsai Wall Art Celestial Gate of Jade Mist Printable Wall Art Meditation Decor Digital Download,Preview_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0001_Zen-Bonsai-Wall-Art-Celestial-Gate-of-Jade-Mist\Preview_01_Framed_Wall_Art.jpg,True,2000,2000,0.45,RGB,True,,True
Poster-Zen-0001,Zen Bonsai Wall Art Celestial Gate of Jade Mist Printable Wall Art Meditation Decor Digital Download,Preview_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0001_Zen-Bonsai-Wall-Art-Celestial-Gate-of-Jade-Mist\Preview_02_Included_Sizes.jpg,True,2000,2000,0.2,RGB,True,,True
Poster-Zen-0001,Zen Bonsai Wall Art Celestial Gate of Jade Mist Printable Wall Art Meditation Decor Digital Download,Preview_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0001_Zen-Bonsai-Wall-Art-Celestial-Gate-of-Jade-Mist\Preview_03_Ratio_Gallery.jpg,True,2000,2000,0.62,RGB,True,,True
Poster-Zen-0004,Zen Celestial Compass Printable Wall Art Wall Art Calm Study Decor Library Gift Room Digital Download,Digital_File_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0004_Zen-Celestial-Compass-Poster-12x18-Wall-Art-Calm\Poster-Zen-0004_2x3_QuietRelicStudio.jpg,True,3600,5400,2.54,RGB,True,,True
Poster-Zen-0004,Zen Celestial Compass Printable Wall Art Wall Art Calm Study Decor Library Gift Room Digital Download,Digital_File_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0004_Zen-Celestial-Compass-Poster-12x18-Wall-Art-Calm\Poster-Zen-0004_3x4_QuietRelicStudio.jpg,True,3600,4800,2.36,RGB,True,,True
Poster-Zen-0004,Zen Celestial Compass Printable Wall Art Wall Art Calm Study Decor Library Gift Room Digital Download,Digital_File_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0004_Zen-Celestial-Compass-Poster-12x18-Wall-Art-Calm\Poster-Zen-0004_4x5_QuietRelicStudio.jpg,True,3600,4500,2.27,RGB,True,,True
Poster-Zen-0004,Zen Celestial Compass Printable Wall Art Wall Art Calm Study Decor Library Gift Room Digital Download,Digital_File_4,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0004_Zen-Celestial-Compass-Poster-12x18-Wall-Art-Calm\Poster-Zen-0004_11x14_QuietRelicStudio.jpg,True,3300,4200,2.04,RGB,True,,True
Poster-Zen-0004,Zen Celestial Compass Printable Wall Art Wall Art Calm Study Decor Library Gift Room Digital Download,Digital_File_5,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0004_Zen-Celestial-Compass-Poster-12x18-Wall-Art-Calm\Poster-Zen-0004_A-Series_QuietRelicStudio.jpg,True,3508,4961,2.38,RGB,True,,True
Poster-Zen-0004,Zen Celestial Compass Printable Wall Art Wall Art Calm Study Decor Library Gift Room Digital Download,Preview_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0004_Zen-Celestial-Compass-Poster-12x18-Wall-Art-Calm\Preview_01_Framed_Wall_Art.jpg,True,2000,2000,0.46,RGB,True,,True
Poster-Zen-0004,Zen Celestial Compass Printable Wall Art Wall Art Calm Study Decor Library Gift Room Digital Download,Preview_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0004_Zen-Celestial-Compass-Poster-12x18-Wall-Art-Calm\Preview_02_Included_Sizes.jpg,True,2000,2000,0.2,RGB,True,,True
Poster-Zen-0004,Zen Celestial Compass Printable Wall Art Wall Art Calm Study Decor Library Gift Room Digital Download,Preview_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0004_Zen-Celestial-Compass-Poster-12x18-Wall-Art-Calm\Preview_03_Ratio_Gallery.jpg,True,2000,2000,0.68,RGB,True,,True
Poster-Academia-0027,Dark Academia Astrolabe Dome Printable Wall Art Vintage Study Room Decor Wall Library Digital Download,Digital_File_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0027_Dark-Academia-Astrolabe-Dome-Poster-12x18-Vintag\Poster-Academia-0027_2x3_QuietRelicStudio.jpg,True,3600,5400,3.42,RGB,True,,True
Poster-Academia-0027,Dark Academia Astrolabe Dome Printable Wall Art Vintage Study Room Decor Wall Library Digital Download,Digital_File_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0027_Dark-Academia-Astrolabe-Dome-Poster-12x18-Vintag\Poster-Academia-0027_3x4_QuietRelicStudio.jpg,True,3600,4800,3.18,RGB,True,,True
Poster-Academia-0027,Dark Academia Astrolabe Dome Printable Wall Art Vintage Study Room Decor Wall Library Digital Download,Digital_File_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0027_Dark-Academia-Astrolabe-Dome-Poster-12x18-Vintag\Poster-Academia-0027_4x5_QuietRelicStudio.jpg,True,3600,4500,3.08,RGB,True,,True
Poster-Academia-0027,Dark Academia Astrolabe Dome Printable Wall Art Vintage Study Room Decor Wall Library Digital Download,Digital_File_4,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0027_Dark-Academia-Astrolabe-Dome-Poster-12x18-Vintag\Poster-Academia-0027_11x14_QuietRelicStudio.jpg,True,3300,4200,2.75,RGB,True,,True
Poster-Academia-0027,Dark Academia Astrolabe Dome Printable Wall Art Vintage Study Room Decor Wall Library Digital Download,Digital_File_5,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0027_Dark-Academia-Astrolabe-Dome-Poster-12x18-Vintag\Poster-Academia-0027_A-Series_QuietRelicStudio.jpg,True,3508,4961,3.2,RGB,True,,True
Poster-Academia-0027,Dark Academia Astrolabe Dome Printable Wall Art Vintage Study Room Decor Wall Library Digital Download,Preview_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0027_Dark-Academia-Astrolabe-Dome-Poster-12x18-Vintag\Preview_01_Framed_Wall_Art.jpg,True,2000,2000,0.58,RGB,True,,True
Poster-Academia-0027,Dark Academia Astrolabe Dome Printable Wall Art Vintage Study Room Decor Wall Library Digital Download,Preview_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0027_Dark-Academia-Astrolabe-Dome-Poster-12x18-Vintag\Preview_02_Included_Sizes.jpg,True,2000,2000,0.2,RGB,True,,True
Poster-Academia-0027,Dark Academia Astrolabe Dome Printable Wall Art Vintage Study Room Decor Wall Library Digital Download,Preview_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0027_Dark-Academia-Astrolabe-Dome-Poster-12x18-Vintag\Preview_03_Ratio_Gallery.jpg,True,2000,2000,0.77,RGB,True,,True
Poster-Academia-0001,Celestial Gateway Dark Academia Printable Wall Art Study Decor Moonstone Architecture Digital Download,Digital_File_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0001_Celestial-Gateway-Dark-Academia-Poster-12x18-Stu\Poster-Academia-0001_2x3_QuietRelicStudio.jpg,True,3600,5400,2.52,RGB,True,,True
Poster-Academia-0001,Celestial Gateway Dark Academia Printable Wall Art Study Decor Moonstone Architecture Digital Download,Digital_File_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0001_Celestial-Gateway-Dark-Academia-Poster-12x18-Stu\Poster-Academia-0001_3x4_QuietRelicStudio.jpg,True,3600,4800,2.32,RGB,True,,True
Poster-Academia-0001,Celestial Gateway Dark Academia Printable Wall Art Study Decor Moonstone Architecture Digital Download,Digital_File_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0001_Celestial-Gateway-Dark-Academia-Poster-12x18-Stu\Poster-Academia-0001_4x5_QuietRelicStudio.jpg,True,3600,4500,2.2,RGB,True,,True
Poster-Academia-0001,Celestial Gateway Dark Academia Printable Wall Art Study Decor Moonstone Architecture Digital Download,Digital_File_4,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0001_Celestial-Gateway-Dark-Academia-Poster-12x18-Stu\Poster-Academia-0001_11x14_QuietRelicStudio.jpg,True,3300,4200,1.98,RGB,True,,True
Poster-Academia-0001,Celestial Gateway Dark Academia Printable Wall Art Study Decor Moonstone Architecture Digital Download,Digital_File_5,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0001_Celestial-Gateway-Dark-Academia-Poster-12x18-Stu\Poster-Academia-0001_A-Series_QuietRelicStudio.jpg,True,3508,4961,2.35,RGB,True,,True
Poster-Academia-0001,Celestial Gateway Dark Academia Printable Wall Art Study Decor Moonstone Architecture Digital Download,Preview_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0001_Celestial-Gateway-Dark-Academia-Poster-12x18-Stu\Preview_01_Framed_Wall_Art.jpg,True,2000,2000,0.45,RGB,True,,True
Poster-Academia-0001,Celestial Gateway Dark Academia Printable Wall Art Study Decor Moonstone Architecture Digital Download,Preview_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0001_Celestial-Gateway-Dark-Academia-Poster-12x18-Stu\Preview_02_Included_Sizes.jpg,True,2000,2000,0.2,RGB,True,,True
Poster-Academia-0001,Celestial Gateway Dark Academia Printable Wall Art Study Decor Moonstone Architecture Digital Download,Preview_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0001_Celestial-Gateway-Dark-Academia-Poster-12x18-Stu\Preview_03_Ratio_Gallery.jpg,True,2000,2000,0.59,RGB,True,,True
Poster-Academia-0081,Celestial Armillary Sphere Dark Academia Printable Wall Art Scholar Study Decor Wall Digital Download,Digital_File_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0081_Celestial-Armillary-Sphere-Dark-Academia-Poster\Poster-Academia-0081_2x3_QuietRelicStudio.jpg,True,3600,5400,2.48,RGB,True,,True
Poster-Academia-0081,Celestial Armillary Sphere Dark Academia Printable Wall Art Scholar Study Decor Wall Digital Download,Digital_File_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0081_Celestial-Armillary-Sphere-Dark-Academia-Poster\Poster-Academia-0081_3x4_QuietRelicStudio.jpg,True,3600,4800,2.34,RGB,True,,True
Poster-Academia-0081,Celestial Armillary Sphere Dark Academia Printable Wall Art Scholar Study Decor Wall Digital Download,Digital_File_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0081_Celestial-Armillary-Sphere-Dark-Academia-Poster\Poster-Academia-0081_4x5_QuietRelicStudio.jpg,True,3600,4500,2.25,RGB,True,,True
Poster-Academia-0081,Celestial Armillary Sphere Dark Academia Printable Wall Art Scholar Study Decor Wall Digital Download,Digital_File_4,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0081_Celestial-Armillary-Sphere-Dark-Academia-Poster\Poster-Academia-0081_11x14_QuietRelicStudio.jpg,True,3300,4200,2.02,RGB,True,,True
Poster-Academia-0081,Celestial Armillary Sphere Dark Academia Printable Wall Art Scholar Study Decor Wall Digital Download,Digital_File_5,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0081_Celestial-Armillary-Sphere-Dark-Academia-Poster\Poster-Academia-0081_A-Series_QuietRelicStudio.jpg,True,3508,4961,2.34,RGB,True,,True
Poster-Academia-0081,Celestial Armillary Sphere Dark Academia Printable Wall Art Scholar Study Decor Wall Digital Download,Preview_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0081_Celestial-Armillary-Sphere-Dark-Academia-Poster\Preview_01_Framed_Wall_Art.jpg,True,2000,2000,0.45,RGB,True,,True
Poster-Academia-0081,Celestial Armillary Sphere Dark Academia Printable Wall Art Scholar Study Decor Wall Digital Download,Preview_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0081_Celestial-Armillary-Sphere-Dark-Academia-Poster\Preview_02_Included_Sizes.jpg,True,2000,2000,0.2,RGB,True,,True
Poster-Academia-0081,Celestial Armillary Sphere Dark Academia Printable Wall Art Scholar Study Decor Wall Digital Download,Preview_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0081_Celestial-Armillary-Sphere-Dark-Academia-Poster\Preview_03_Ratio_Gallery.jpg,True,2000,2000,0.64,RGB,True,,True
Poster-Academia-0084,Astrolabe Chalice Relic Dark Academia Printable Wall Art Vintage Study Decor Wall Digital Download,Digital_File_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0084_Astrolabe-Chalice-Relic-Dark-Academia-Poster-12x\Poster-Academia-0084_2x3_QuietRelicStudio.jpg,True,3600,5400,2.79,RGB,True,,True
Poster-Academia-0084,Astrolabe Chalice Relic Dark Academia Printable Wall Art Vintage Study Decor Wall Digital Download,Digital_File_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0084_Astrolabe-Chalice-Relic-Dark-Academia-Poster-12x\Poster-Academia-0084_3x4_QuietRelicStudio.jpg,True,3600,4800,2.49,RGB,True,,True
Poster-Academia-0084,Astrolabe Chalice Relic Dark Academia Printable Wall Art Vintage Study Decor Wall Digital Download,Digital_File_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0084_Astrolabe-Chalice-Relic-Dark-Academia-Poster-12x\Poster-Academia-0084_4x5_QuietRelicStudio.jpg,True,3600,4500,2.34,RGB,True,,True
Poster-Academia-0084,Astrolabe Chalice Relic Dark Academia Printable Wall Art Vintage Study Decor Wall Digital Download,Digital_File_4,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0084_Astrolabe-Chalice-Relic-Dark-Academia-Poster-12x\Poster-Academia-0084_11x14_QuietRelicStudio.jpg,True,3300,4200,2.12,RGB,True,,True
Poster-Academia-0084,Astrolabe Chalice Relic Dark Academia Printable Wall Art Vintage Study Decor Wall Digital Download,Digital_File_5,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0084_Astrolabe-Chalice-Relic-Dark-Academia-Poster-12x\Poster-Academia-0084_A-Series_QuietRelicStudio.jpg,True,3508,4961,2.55,RGB,True,,True
Poster-Academia-0084,Astrolabe Chalice Relic Dark Academia Printable Wall Art Vintage Study Decor Wall Digital Download,Preview_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0084_Astrolabe-Chalice-Relic-Dark-Academia-Poster-12x\Preview_01_Framed_Wall_Art.jpg,True,2000,2000,0.49,RGB,True,,True
Poster-Academia-0084,Astrolabe Chalice Relic Dark Academia Printable Wall Art Vintage Study Decor Wall Digital Download,Preview_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0084_Astrolabe-Chalice-Relic-Dark-Academia-Poster-12x\Preview_02_Included_Sizes.jpg,True,2000,2000,0.2,RGB,True,,True
Poster-Academia-0084,Astrolabe Chalice Relic Dark Academia Printable Wall Art Vintage Study Decor Wall Digital Download,Preview_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0084_Astrolabe-Chalice-Relic-Dark-Academia-Poster-12x\Preview_03_Ratio_Gallery.jpg,True,2000,2000,0.63,RGB,True,,True
Poster-Zen-0002,Dark Academia Phoenix Incense Burner Printable Wall Art Ritual Zen Decor Wall Study Digital Download,Digital_File_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0002_Dark-Academia-Phoenix-Incense-Burner-12x18-Poste\Poster-Zen-0002_2x3_QuietRelicStudio.jpg,True,3600,5400,2.23,RGB,True,,True
Poster-Zen-0002,Dark Academia Phoenix Incense Burner Printable Wall Art Ritual Zen Decor Wall Study Digital Download,Digital_File_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0002_Dark-Academia-Phoenix-Incense-Burner-12x18-Poste\Poster-Zen-0002_3x4_QuietRelicStudio.jpg,True,3600,4800,2.04,RGB,True,,True
Poster-Zen-0002,Dark Academia Phoenix Incense Burner Printable Wall Art Ritual Zen Decor Wall Study Digital Download,Digital_File_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0002_Dark-Academia-Phoenix-Incense-Burner-12x18-Poste\Poster-Zen-0002_4x5_QuietRelicStudio.jpg,True,3600,4500,1.94,RGB,True,,True
Poster-Zen-0002,Dark Academia Phoenix Incense Burner Printable Wall Art Ritual Zen Decor Wall Study Digital Download,Digital_File_4,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0002_Dark-Academia-Phoenix-Incense-Burner-12x18-Poste\Poster-Zen-0002_11x14_QuietRelicStudio.jpg,True,3300,4200,1.75,RGB,True,,True
Poster-Zen-0002,Dark Academia Phoenix Incense Burner Printable Wall Art Ritual Zen Decor Wall Study Digital Download,Digital_File_5,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0002_Dark-Academia-Phoenix-Incense-Burner-12x18-Poste\Poster-Zen-0002_A-Series_QuietRelicStudio.jpg,True,3508,4961,2.07,RGB,True,,True
Poster-Zen-0002,Dark Academia Phoenix Incense Burner Printable Wall Art Ritual Zen Decor Wall Study Digital Download,Preview_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0002_Dark-Academia-Phoenix-Incense-Burner-12x18-Poste\Preview_01_Framed_Wall_Art.jpg,True,2000,2000,0.41,RGB,True,,True
Poster-Zen-0002,Dark Academia Phoenix Incense Burner Printable Wall Art Ritual Zen Decor Wall Study Digital Download,Preview_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0002_Dark-Academia-Phoenix-Incense-Burner-12x18-Poste\Preview_02_Included_Sizes.jpg,True,2000,2000,0.2,RGB,True,,True
Poster-Zen-0002,Dark Academia Phoenix Incense Burner Printable Wall Art Ritual Zen Decor Wall Study Digital Download,Preview_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Zen-0002_Dark-Academia-Phoenix-Incense-Burner-12x18-Poste\Preview_03_Ratio_Gallery.jpg,True,2000,2000,0.57,RGB,True,,True
Poster-Academia-0011,Dark Academia Celestial Archway Printable Wall Art Study Room Decor Timeless Tomes Digital Download,Digital_File_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0011_Dark-Academia-Celestial-Archway-Poster-12x18-Stu\Poster-Academia-0011_2x3_QuietRelicStudio.jpg,True,3600,5400,2.79,RGB,True,,True
Poster-Academia-0011,Dark Academia Celestial Archway Printable Wall Art Study Room Decor Timeless Tomes Digital Download,Digital_File_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0011_Dark-Academia-Celestial-Archway-Poster-12x18-Stu\Poster-Academia-0011_3x4_QuietRelicStudio.jpg,True,3600,4800,2.52,RGB,True,,True
Poster-Academia-0011,Dark Academia Celestial Archway Printable Wall Art Study Room Decor Timeless Tomes Digital Download,Digital_File_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0011_Dark-Academia-Celestial-Archway-Poster-12x18-Stu\Poster-Academia-0011_4x5_QuietRelicStudio.jpg,True,3600,4500,2.4,RGB,True,,True
Poster-Academia-0011,Dark Academia Celestial Archway Printable Wall Art Study Room Decor Timeless Tomes Digital Download,Digital_File_4,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0011_Dark-Academia-Celestial-Archway-Poster-12x18-Stu\Poster-Academia-0011_11x14_QuietRelicStudio.jpg,True,3300,4200,2.17,RGB,True,,True
Poster-Academia-0011,Dark Academia Celestial Archway Printable Wall Art Study Room Decor Timeless Tomes Digital Download,Digital_File_5,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0011_Dark-Academia-Celestial-Archway-Poster-12x18-Stu\Poster-Academia-0011_A-Series_QuietRelicStudio.jpg,True,3508,4961,2.57,RGB,True,,True
Poster-Academia-0011,Dark Academia Celestial Archway Printable Wall Art Study Room Decor Timeless Tomes Digital Download,Preview_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0011_Dark-Academia-Celestial-Archway-Poster-12x18-Stu\Preview_01_Framed_Wall_Art.jpg,True,2000,2000,0.49,RGB,True,,True
Poster-Academia-0011,Dark Academia Celestial Archway Printable Wall Art Study Room Decor Timeless Tomes Digital Download,Preview_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0011_Dark-Academia-Celestial-Archway-Poster-12x18-Stu\Preview_02_Included_Sizes.jpg,True,2000,2000,0.2,RGB,True,,True
Poster-Academia-0011,Dark Academia Celestial Archway Printable Wall Art Study Room Decor Timeless Tomes Digital Download,Preview_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0011_Dark-Academia-Celestial-Archway-Poster-12x18-Stu\Preview_03_Ratio_Gallery.jpg,True,2000,2000,0.64,RGB,True,,True
Poster-Academia-0021,Dark Academia Celestial Chronometer Archive Sphere Printable Wall Art Study Decor Digital Download,Digital_File_1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0021_Dark-Academia-Celestial-Chronometer-Archive-Sphe\Poster-Academia-0021_2x3_QuietRelicStudio.jpg,True,3600,5400,2.86,RGB,True,,True
Poster-Academia-0021,Dark Academia Celestial Chronometer Archive Sphere Printable Wall Art Study Decor Digital Download,Digital_File_2,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0021_Dark-Academia-Celestial-Chronometer-Archive-Sphe\Poster-Academia-0021_3x4_QuietRelicStudio.jpg,True,3600,4800,2.65,RGB,True,,True
Poster-Academia-0021,Dark Academia Celestial Chronometer Archive Sphere Printable Wall Art Study Decor Digital Download,Digital_File_3,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0021_Dark-Academia-Celestial-Chronometer-Archive-Sphe\Poster-Academia-0021_4x5_QuietRelicStudio.jpg,True,3600,4500,2.53,RGB,True,,True
