Timestamp,ID,Title,Source_Path,Pack_Folder,Zip_Path,Zip_MB,Build_Status,Suggested_Etsy_Price,Listing_Status
2026-05-06T21:00:33,Poster-Zen-0002,Dark Academia Phoenix Incense Burner 12x18 Poster Ritual Zen Decor Wall Study,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0002_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Zen-0002_dark-academia-phoenix-incense-burner-12x18-poster-ritual-zen-decor-wall-study,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Zen-0002_dark-academia-phoenix-incense-burner-12x18-poster-ritual-zen-decor-wall-study.zip,9.97,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Zen-0004,Zen Celestial Compass Poster 12x18 Wall Art Calm Study Decor Library Gift Room,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0004_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Zen-0004_zen-celestial-compass-poster-12x18-wall-art-calm-study-decor-library-gift-room,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Zen-0004_zen-celestial-compass-poster-12x18-wall-art-calm-study-decor-library-gift-room.zip,11.33,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Zen-0005,Zen Phoenix Rebirth Vessel 12x18 Poster for Meditation Room Decor Wall Study,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0005_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Zen-0005_zen-phoenix-rebirth-vessel-12x18-poster-for-meditation-room-decor-wall-study,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Zen-0005_zen-phoenix-rebirth-vessel-12x18-poster-for-meditation-room-decor-wall-study.zip,12.09,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0005,Arcane Archway of Forbidden Chronicles Dark Academia 12x18 Poster Study Room,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0005_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0005_arcane-archway-of-forbidden-chronicles-dark-academia-12x18-poster-study-room,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0005_arcane-archway-of-forbidden-chronicles-dark-academia-12x18-poster-study-room.zip,14.02,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0006,Dark Academia Ethereal Torii Poster 12x18 Study Room Decor Scholarly Ascension,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0006_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0006_dark-academia-ethereal-torii-poster-12x18-study-room-decor-scholarly-ascension,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0006_dark-academia-ethereal-torii-poster-12x18-study-room-decor-scholarly-ascension.zip,11.91,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0008,Dark Academia Mystic Threshold Infinite Knowledge Poster 12x18 Study Decor Wall,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0008_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0008_dark-academia-mystic-threshold-infinite-knowledge-poster-12x18-study-decor-wall,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0008_dark-academia-mystic-threshold-infinite-knowledge-poster-12x18-study-decor-wall.zip,13.75,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0009,Dark Academia Sanctum Gate of Preserved Wisdom 12x18 Poster Study Decor Wall,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0009_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0009_dark-academia-sanctum-gate-of-preserved-wisdom-12x18-poster-study-decor-wall,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0009_dark-academia-sanctum-gate-of-preserved-wisdom-12x18-poster-study-decor-wall.zip,12.43,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0010,Dark Academia Hermetic Portal of Ancient Codices 12x18 Poster Study Decor Wall,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0010_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0010_dark-academia-hermetic-portal-of-ancient-codices-12x18-poster-study-decor-wall,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0010_dark-academia-hermetic-portal-of-ancient-codices-12x18-poster-study-decor-wall.zip,13.15,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0011,Dark Academia Celestial Archway Poster 12x18 Study Room Decor Timeless Tomes,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0011_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0011_dark-academia-celestial-archway-poster-12x18-study-room-decor-timeless-tomes,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0011_dark-academia-celestial-archway-poster-12x18-study-room-decor-timeless-tomes.zip,12.37,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0013,Dark Academia Alchemist Threshold Transmuted Knowledge 12x18 Poster Study Decor,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0013_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0013_dark-academia-alchemist-threshold-transmuted-knowledge-12x18-poster-study-decor,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0013_dark-academia-alchemist-threshold-transmuted-knowledge-12x18-poster-study-decor.zip,12.46,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0014,Dark Academia Oracle Portal Prophetic Scriptures 12x18 Poster Study Decor Wall,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0014_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0014_dark-academia-oracle-portal-prophetic-scriptures-12x18-poster-study-decor-wall,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0014_dark-academia-oracle-portal-prophetic-scriptures-12x18-poster-study-decor-wall.zip,13.45,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0017,Dark Academia Poster 12x18 Magister Torii Study Decor Scholarly Gift Wall Room,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0017_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0017_dark-academia-poster-12x18-magister-torii-study-decor-scholarly-gift-wall-room,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0017_dark-academia-poster-12x18-magister-torii-study-decor-scholarly-gift-wall-room.zip,11.10,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0019,Dark Academia Archivist Gateway Poster 12x18 Vintage Study Room Decor Wall Gift,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0019_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0019_dark-academia-archivist-gateway-poster-12x18-vintage-study-room-decor-wall-gift,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0019_dark-academia-archivist-gateway-poster-12x18-vintage-study-room-decor-wall-gift.zip,11.08,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0020,Dark Academia Mentor Threshold Poster 12x18 Intellectual Study Room Decor Wall,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0020_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0020_dark-academia-mentor-threshold-poster-12x18-intellectual-study-room-decor-wall,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0020_dark-academia-mentor-threshold-poster-12x18-intellectual-study-room-decor-wall.zip,11.88,exists,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:33,Poster-Academia-0021,Dark Academia Celestial Chronometer Archive Sphere 12x18 Poster Study Decor,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0021_Ready_for_Steaming\Production_Design.png,,,,ERROR_OSError: image file is truncated (0 bytes not processed),$6.99,HOLD_SOURCE_IMAGE_REVIEW
2026-05-06T21:00:40,Poster-Academia-0022,Dark Academia Temporal Reliquary Bell Jar 12x18 Poster Study Decor Wall Library,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0022_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0022_dark-academia-temporal-reliquary-bell-jar-12x18-poster-study-decor-wall-library,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0022_dark-academia-temporal-reliquary-bell-jar-12x18-poster-study-decor-wall-library.zip,13.36,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:47,Poster-Academia-0023,Hermetic Knowledge Lantern Dark Academia Poster 12x18 Library Decor Wall Study,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0023_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0023_hermetic-knowledge-lantern-dark-academia-poster-12x18-library-decor-wall-study,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0023_hermetic-knowledge-lantern-dark-academia-poster-12x18-library-decor-wall-study.zip,12.81,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:52,Poster-Academia-0024,Dark Academia Industrial Library Pressure Chamber Poster 12x18 Vintage Decor,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0024_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0024_dark-academia-industrial-library-pressure-chamber-poster-12x18-vintage-decor,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0024_dark-academia-industrial-library-pressure-chamber-poster-12x18-vintage-decor.zip,14.63,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:00:57,Poster-Academia-0025,Dark Academia Chrono-Codex Terrarium 12x18 Poster Library Decor Wall Study Gift,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0025_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0025_dark-academia-chrono-codex-terrarium-12x18-poster-library-decor-wall-study-gift,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0025_dark-academia-chrono-codex-terrarium-12x18-poster-library-decor-wall-study-gift.zip,12.33,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:03,Poster-Academia-0026,Dark Academia Apothecary Cylinder 12x18 Poster Vintage Study Decor Wall Library,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0026_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0026_dark-academia-apothecary-cylinder-12x18-poster-vintage-study-decor-wall-library,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0026_dark-academia-apothecary-cylinder-12x18-poster-vintage-study-decor-wall-library.zip,13.75,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:08,Poster-Academia-0027,Dark Academia Astrolabe Dome Poster 12x18 Vintage Study Room Decor Wall Library,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0027_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0027_dark-academia-astrolabe-dome-poster-12x18-vintage-study-room-decor-wall-library,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0027_dark-academia-astrolabe-dome-poster-12x18-vintage-study-room-decor-wall-library.zip,15.23,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:14,Poster-Academia-0028,Dark Academia Alchemist Retort Library Poster 12x18 Study Decor Wall Gift Room,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0028_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0028_dark-academia-alchemist-retort-library-poster-12x18-study-decor-wall-gift-room,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0028_dark-academia-alchemist-retort-library-poster-12x18-study-decor-wall-gift-room.zip,13.29,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:20,Poster-Academia-0030,Dark Academia Grimoire Preservation Capsule 12x18 Poster Study Decor Wall Gift,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0030_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0030_dark-academia-grimoire-preservation-capsule-12x18-poster-study-decor-wall-gift,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0030_dark-academia-grimoire-preservation-capsule-12x18-poster-study-decor-wall-gift.zip,13.97,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:25,Poster-Academia-0031,Dark Academia Botanical Codex Conservatory Poster 12x18 Study Decor Wall Gift,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0031_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0031_dark-academia-botanical-codex-conservatory-poster-12x18-study-decor-wall-gift,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0031_dark-academia-botanical-codex-conservatory-poster-12x18-study-decor-wall-gift.zip,12.39,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:30,Poster-Academia-0032,Dark Academia Observatory Archive Prism 12x18 Poster Study Room Decor Wall Gift,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0032_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0032_dark-academia-observatory-archive-prism-12x18-poster-study-room-decor-wall-gift,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0032_dark-academia-observatory-archive-prism-12x18-poster-study-room-decor-wall-gift.zip,13.89,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:37,Poster-Academia-0033,Dark Academia Philosophical Theorem Reliquary Poster 12x18 Study Decor Wall,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0033_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0033_dark-academia-philosophical-theorem-reliquary-poster-12x18-study-decor-wall,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0033_dark-academia-philosophical-theorem-reliquary-poster-12x18-study-decor-wall.zip,13.05,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:41,Poster-Academia-0034,Dark Academia Nautical Archive Barometer 12x18 Poster Study Decor Wall Library,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0034_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0034_dark-academia-nautical-archive-barometer-12x18-poster-study-decor-wall-library,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0034_dark-academia-nautical-archive-barometer-12x18-poster-study-decor-wall-library.zip,12.45,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:47,Poster-Academia-0035,Dark Academia Poster Theological Codex Sanctuary 12x18 Study Decor Wall Library,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0035_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0035_dark-academia-poster-theological-codex-sanctuary-12x18-study-decor-wall-library,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0035_dark-academia-poster-theological-codex-sanctuary-12x18-study-decor-wall-library.zip,14.65,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:53,Poster-Academia-0036,Mechanical Encyclopedia Sphere Dark Academia Aesthetic 12x18 Poster Study Room,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0036_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0036_mechanical-encyclopedia-sphere-dark-academia-aesthetic-12x18-poster-study-room,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0036_mechanical-encyclopedia-sphere-dark-academia-aesthetic-12x18-poster-study-room.zip,14.21,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
2026-05-06T21:01:57,Poster-Academia-0037,Cryptographic Vault Cylinder Dark Academia Poster 12x18 Secret Knowledge Decor,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0037_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0037_cryptographic-vault-cylinder-dark-academia-poster-12x18-secret-knowledge-decor,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0037_cryptographic-vault-cylinder-dark-academia-poster-12x18-secret-knowledge-decor.zip,11.65,quality_92,$6.99,LOCAL_READY_NOT_PUBLISHED
