Timestamp,ID,Printify_Product_ID,eBay_Item_ID,HTTP,Title_Match,Enabled_Price_Cents,Expected_Price_Cents,External_ID,Result,Error
2026-05-07T00:52:50,Acrylic-Academia-0005,69f80ad2d3b9dc73b1051dbd,406903039716,200,True,8999,8999,406903039716,OK,
2026-05-07T00:52:51,Acrylic-Grimdark-0001,69f82b8aa1a4c45aad055063,406903249745,200,True,8999,8999,406903249745,OK,
2026-05-07T00:52:52,Acrylic-Grimdark-0004,69f82c8609f3b7302401cacf,406903250705,200,True,8999,8999,406903250705,OK,
2026-05-07T00:52:53,Acrylic-Grimdark-0005,69f8388b25819cdf3d0538bc,406903251829,200,True,8999,8999,406903251829,OK,
2026-05-07T00:52:54,Acrylic-Grimdark-0081,69f299c1a3119247600cbe18,406902606976,200,True,8999,8999,406902606976,OK,
2026-05-07T00:52:55,Acrylic-Grimdark-0082,69f2a7d0e64c9f31b70f79cf,406902633400,200,True,8999,8999,406902633400,OK,
2026-05-07T00:52:56,Acrylic-Grimdark-0083,69f2bac6343d8ca093077dd8,406902885214,200,True,8999,8999,406902885214,OK,
2026-05-07T00:52:57,Acrylic-Grimdark-0085,69f2e4c77e3402ea470630eb,406903043482,200,True,8999,8999,406903043482,OK,
2026-05-07T00:52:58,Acrylic-Zen-0001,69f29a72c411a56f6902930d,406902620519,200,True,8999,8999,406902620519,OK,
2026-05-07T00:52:59,Acrylic-Zen-0002,69f2a8a5357398ded80f8faf,406902657898,200,True,8999,8999,406902657898,OK,
2026-05-07T00:53:00,Acrylic-Zen-0003,69f2a9b45f78c14a7b0a7290,406902673249,200,True,8999,8999,406902673249,OK,
2026-05-07T00:53:00,Acrylic-Zen-0005,69f2c22e9b469f716d0ea954,406902893289,200,True,8999,8999,406902893289,OK,
2026-05-07T00:53:01,Acrylic-Zen-0007,69f2d3ab5f78c14a7b0a8b87,406903028253,200,True,8999,8999,406903028253,OK,
2026-05-07T00:53:02,Acrylic-Zen-0008,69f2d49b81039eb9ab0b583c,406903036452,200,True,8999,8999,406903036452,OK,
2026-05-07T00:53:03,Acrylic-Zen-0009,69f80f8a83a8608fd80ec283,406903047385,200,True,8999,8999,406903047385,OK,
2026-05-07T00:53:04,Acrylic-Zen-0010,69f810485da263f75f049bf8,406903213858,200,True,8999,8999,406903213858,OK,
2026-05-07T00:53:05,Sticker-Academia-0004,69f192aa5ea38382140f1d7b,406892408950,200,True,1199,1199,406892408950,OK,
2026-05-07T00:53:06,Sticker-Zen-0010,69f1b00840c796ee97058144,406892414116,200,True,1199,1199,406892414116,OK,
2026-05-07T00:53:07,Sticker-Zen-0055,69f2547229c1d0349a00e796,406903037933,200,True,1199,1199,406903037933,OK,
2026-05-07T00:53:08,Sticker-Zen-0056,69f25526ad218fe47f0cc0d3,406903041315,200,True,1199,1199,406903041315,OK,
2026-05-07T00:53:09,Sticker-Zen-0057,69f255dae64c9f31b70f4ea6,406903044643,200,True,1199,1199,406903044643,OK,
2026-05-07T00:53:10,Sticker-Zen-0058,69f259bc5f78c14a7b0a4760,406903049411,200,True,1199,1199,406903049411,OK,
2026-05-07T00:53:11,Sticker-Zen-0060,69f25a86a7777da1970ff5f3,406903249053,200,True,1199,1199,406903249053,OK,
2026-05-07T00:53:12,Sticker-Zen-0061,69f25b3ce64c9f31b70f50ed,406903249987,200,True,1199,1199,406903249987,OK,
2026-05-07T00:53:13,Sticker-Zen-0062,69f25bee9b469f716d0e7056,406903250891,200,True,1199,1199,406903250891,OK,
