ID,Product_Type,Category,Status,Printify_Product_ID,Existing_Title,Existing_Title_Length,Proposed_eBay_Title,Proposed_eBay_Title_Length,Title_Length_OK,Existing_Description_Has_Image_Note,Proposed_eBay_Description,Etsy_Title,Etsy_Tags,Etsy_Tag_Count,Etsy_Description,Needs_Local_Update,Reason
Sticker-Zen-0032,Sticker,Zen,Printify_Published_Mockups5,69f1d04a0482f56ada0cf347,Glowing Garden Stone 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal Desk,79,Glowing Garden Stone 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal Desk,79,True,True,"<h2>Glowing Zen Garden Stone Sticker Kiss-Cut Sticker</h2><p>Bring calm and balance into your daily routine with this Glowing Zen Garden Stone Sticker zen aesthetic kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> A perfectly raked zen garden sand pattern surrounding a central stone, the stone is translucent imperial jade with internal crystalline structures visible, kintsugi gold veins trace a path across its surface, emitting a soft bioluminescent glow, hyper-detailed texture, serene composition, studio lighting, , , , , 3D relief effect,</li><li><strong>Best For:</strong> mindfulness lovers, minimalists, journal keepers, yoga enthusiasts, and peaceful room setups.</li></ul><p><strong>SEO Keywords:</strong> zen garden sticker, raked sand, glowing stone, jade rock, meditation aid, desktop decor, calm focus, Japanese garden, minimalist art, bioluminescent</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Complete the collection with matching Alchemy pieces.</p><p><small>Reference SKU: Sticker-Zen-0032</small></p>","Glowing Garden Stone Desk Zen Aesthetic Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic, mystical sticker",13,"Glowing Garden Stone Desk is part of a Quiet Relic Studio Zen Aesthetic collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
Sticker-Zen-0034,Sticker,Zen,Printify_Published_Mockups5,69f1d1003a934dcd94086687,Zen Aesthetic Kintsugi Enso Circle 4pc 6x6 Kiss-Cut Sticker Laptop Journal Gift,79,Zen Aesthetic Kintsugi Enso Circle 4pc 6x6 Kiss-Cut Sticker Laptop Journal Gift,79,True,True,"<h2>Kintsugi Enso Circle Sticker Kiss-Cut Sticker</h2><p>Bring calm and balance into your daily routine with this Kintsugi Enso Circle Sticker zen aesthetic kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> A single, imperfect brushstroke Enso circle, the ink line is made of translucent imperial jade with glowing internal crystalline structures, kintsugi gold veins repair breaks in the stroke, the circle floats with a bioluminescent aura against a dark void, minimalist, powerful, hyper-detailed, studio lighting, , , , , 3D relief effect,</li><li><strong>Best For:</strong> mindfulness lovers, minimalists, journal keepers, yoga enthusiasts, and peaceful room setups.</li></ul><p><strong>SEO Keywords:</strong> enso circle sticker, Japanese calligraphy, kintsugi art, imperfection beauty, enlightenment, minimalist design, spiritual symbol, meditation, jade ink, glowing art</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Complete the collection with matching Alchemy pieces.</p><p><small>Reference SKU: Sticker-Zen-0034</small></p>","Kintsugi Enso Circle Zen Aesthetic Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic, mystical sticker",13,"Kintsugi Enso Circle is part of a Quiet Relic Studio Zen Aesthetic collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
Sticker-Zen-0035,Sticker,Zen,Printify_Published_Mockups5,69f1d1ed11e0745fcb0da2ea,Bioluminescent Koi Pond 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,77,Bioluminescent Koi Pond 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,77,True,True,"<h2>Bioluminescent Koi Pond Sticker Kiss-Cut Sticker</h2><p>Bring calm and balance into your daily routine with this Bioluminescent Koi Pond Sticker zen aesthetic kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> A serene koi fish swimming upwards, its scales are translucent imperial jade plates with visible internal crystalline structures, kintsugi gold veins outline each scale, the fish emits a soft bioluminescent glow, water droplets with light refraction, hyper-realistic, peaceful, studio lighting, , , , , 3D relief effect,</li><li><strong>Best For:</strong> mindfulness lovers, minimalists, journal keepers, yoga enthusiasts, and peaceful room setups.</li></ul><p><strong>SEO Keywords:</strong> koi fish sticker, glowing koi, jade fish, perseverance, good luck, water art, Japanese pond, bioluminescent, kintsugi scales, tranquility</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Complete the collection with matching Alchemy pieces.</p><p><small>Reference SKU: Sticker-Zen-0035</small></p>","Bioluminescent Koi Pond Zen Aesthetic Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic, mystical sticker",13,"Bioluminescent Koi Pond is part of a Quiet Relic Studio Zen Aesthetic collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
Sticker-Zen-0036,Sticker,Zen,Printify_Published_Mockups5,69f1d2a9f6b83091a5095eea,Fractal Cherry Blossom Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,77,Fractal Cherry Blossom Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,77,True,True,"<h2>Fractal Cherry Blossom Sticker | Kiss-Cut Sticker</h2><p>Add a quiet mindful accent to your workspace with this Fractal Cherry Blossom Sticker kiss-cut sticker. The artwork is built around a focused visual DNA profile, so each piece feels like part of a coherent small-batch collection.</p><p>Use it for laptops, notebooks, reading corners, desk setups, gallery shelves, and gift bundles. The composition favors readable detail, strong mood, and giftable niche appeal without generic mass-market styling.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> A single cherry blossom branch, each petal is a fractal pattern of translucent imperial jade, infinitely detailed internal crystalline structures, kintsugi gold veins form the delicate veins of the petals, a bioluminescent glow pulses from the center of each flower, macro detail, ethereal, studio lighting, , , , , 3D relief effect,</li><li><strong>Best For:</strong> meditation fans, calm desk setups, notebook collectors, and gift buyers who like clean aesthetics.</li></ul><p><strong>SEO Keywords:</strong> cherry blossom sticker, fractal art, jade flower, sakura, spring, impermanence, beauty, glowing blossom, kintsugi details, macro photography</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Pair it with related OpenClaw pieces for a coordinated collection.</p><p><small>Reference SKU: Sticker-Zen-0036</small></p>","Fractal Cherry Blossom Mindful Yoga Minimalist Zen Aesthetic Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic, mystical sticker",13,"Fractal Cherry Blossom Mindful Yoga Minimalist is part of a Quiet Relic Studio Zen Aesthetic collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
Sticker-Zen-0037,Sticker,Zen,Printify_Published_Mockups5,69f1d35c89347116c004f871,Mindful Zen Golden Veined Mountain 4pc 6x6 Vinyl Sticker Laptop Journal Gift,76,Mindful Zen Golden Veined Mountain 4pc 6x6 Vinyl Sticker Laptop Journal Gift,76,True,True,"<h2>Golden Veined Mountain Sticker | Kiss-Cut Sticker</h2><p>Add a quiet mindful accent to your workspace with this Golden Veined Mountain Sticker kiss-cut sticker. The artwork is built around a focused visual DNA profile, so each piece feels like part of a coherent small-batch collection.</p><p>Use it for laptops, notebooks, reading corners, desk setups, gallery shelves, and gift bundles. The composition favors readable detail, strong mood, and giftable niche appeal without generic mass-market styling.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> A minimalist mountain range silhouette, the peaks are carved from translucent imperial jade, glowing internal crystalline structures shine like stars within, rivers of kintsugi gold veins flow down the slopes, the entire scene has a soft bioluminescent ambient glow, serene landscape, hyper-detailed texture, studio lighting, , , , , 3D relief effect,</li><li><strong>Best For:</strong> meditation fans, calm desk setups, notebook collectors, and gift buyers who like clean aesthetics.</li></ul><p><strong>SEO Keywords:</strong> mountain sticker, zen landscape, jade mountains, kintsugi rivers, stability, journey, minimalist landscape, glowing peaks, nature art, adventure</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Pair it with related OpenClaw pieces for a coordinated collection.</p><p><small>Reference SKU: Sticker-Zen-0037</small></p>","Mindful Golden Veined Mountain Zen Aesthetic Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic, mystical sticker",13,"Mindful Golden Veined Mountain is part of a Quiet Relic Studio Zen Aesthetic collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
Sticker-Zen-0038,Sticker,Zen,Printify_Published_Mockups5,69f1d44bf6b83091a5095fca,Meditating Crystal Frog Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,78,Meditating Crystal Frog Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,78,True,True,"<h2>Meditating Crystal Frog Sticker | Kiss-Cut Sticker</h2><p>Add a quiet mindful accent to your workspace with this Meditating Crystal Frog Sticker kiss-cut sticker. The artwork is built around a focused visual DNA profile, so each piece feels like part of a coherent small-batch collection.</p><p>Use it for laptops, notebooks, reading corners, desk setups, gallery shelves, and gift bundles. The composition favors readable detail, strong mood, and giftable niche appeal without generic mass-market styling.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> A frog in a meditative pose, its body crafted from translucent imperial jade with complex internal crystalline structures visible, kintsugi gold veins trace patterns like ancient symbols on its skin, a bioluminescent glow emanates from its core, sitting on a lotus leaf, whimsical yet serene, hyper-realistic, studio lighting, , , , , 3D relief effect,</li><li><strong>Best For:</strong> meditation fans, calm desk setups, notebook collectors, and gift buyers who like clean aesthetics.</li></ul><p><strong>SEO Keywords:</strong> frog sticker, meditation frog, jade animal, crystal core, zen animal, patience, transformation, kintsugi patterns, bioluminescent, whimsical art</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Pair it with related OpenClaw pieces for a coordinated collection.</p><p><small>Reference SKU: Sticker-Zen-0038</small></p>","Meditating Crystal Frog Mindful Yoga Minimalist Zen Aesthetic Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","kintsugi art, jade art, lotus decor, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic",13,"Meditating Crystal Frog Mindful Yoga Minimalist is part of a Quiet Relic Studio Zen Aesthetic collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: kintsugi art, jade art, lotus decor, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
Sticker-Zen-0040,Sticker,Zen,Printify_Published_Mockups5,69f1d4f9bdda7e777002a696,Translucent Jade Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,77,Translucent Jade Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,77,True,True,"<h2>Translucent Jade Dragon Sticker Kiss-Cut Sticker</h2><p>Bring calm and balance into your daily routine with this Translucent Jade Dragon Sticker zen aesthetic kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> A majestic Zen dragon composed of Translucent Imperial Jade with Kintsugi Gold Veins, Bioluminescent Glow emanating from Internal Crystalline Structures, , , , , 3D relief effect, sharp focus</li><li><strong>Best For:</strong> mindfulness lovers, minimalists, journal keepers, yoga enthusiasts, and peaceful room setups.</li></ul><p><strong>SEO Keywords:</strong> die-cut sticker, kawaii, anime, laptop decal, water bottle art, planner decoration, journal sticker, vinyl sticker, holographic, zen decor</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Complete the collection with matching Alchemy pieces.</p><p><small>Reference SKU: Sticker-Zen-0040</small></p>","Translucent Jade Dragon Zen Aesthetic Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic, mystical sticker",13,"Translucent Jade Dragon is part of a Quiet Relic Studio Zen Aesthetic collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: kintsugi art, jade art, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
Sticker-Zen-0041,Sticker,Zen,Printify_Published_Mockups5,69f1db9382fcf925cf08206d,Minimal Zen Kintsugi Gold Dragon 4pc 6x6 Sticker Sheet Serene Mindful Clean,75,Minimal Zen Kintsugi Gold Dragon 4pc 6x6 Sticker Sheet Serene Mindful Clean,75,True,True,"<h2>Kintsugi Gold Dragon Sticker - Kiss-Cut Sticker</h2><p>A polished Zen aesthetic piece for students, remote workers, yoga lovers, and anyone building a serene everyday space. Designed for peaceful desks, journals, and small rituals, this Kintsugi Gold Dragon Sticker kiss-cut sticker carries a clean Zen mood.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for easy comparison.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> A Zen dragon with Kintsugi Gold Veins repairing Translucent Imperial Jade scales, Bioluminescent Glow from Internal Crystalline Structures, , , , , 3D relief effect, sharp focus</li><li><strong>Best For:</strong> students, remote workers, yoga lovers, and anyone building a serene everyday space.</li></ul><p><strong>SEO Keywords:</strong> Japanese aesthetic, wabi-sabi, kintsugi art, broken beauty, repair art, gold foil sticker, luxury sticker, spiritual healing, mindfulness, dragon mythology</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Saved under the reference SKU below for easy collector matching.</p><p><small>Reference SKU: Sticker-Zen-0041</small></p>","Minimal Kintsugi Gold Dragon Sheet Serene Mindful Dark Academia Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","kintsugi art, jade art, library gift, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic",13,"Minimal Kintsugi Gold Dragon Sheet Serene Mindful is part of a Quiet Relic Studio Dark Academia collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: kintsugi art, jade art, library gift, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
Sticker-Zen-0042,Sticker,Zen,Printify_Published_Mockups5,69f2192ae64c9f31b70f2dbd,Bioluminescent Crystal Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector,79,Bioluminescent Crystal Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector,79,True,True,"<h2>Bioluminescent Crystal Dragon Sticker - Kiss-Cut Sticker</h2><p>A polished Zen aesthetic piece for students, remote workers, yoga lovers, and anyone building a serene everyday space. Designed for peaceful desks, journals, and small rituals, this Bioluminescent Crystal Dragon Sticker kiss-cut sticker carries a clean Zen mood.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for easy comparison.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> A Zen dragon with glowing Internal Crystalline Structures emitting Bioluminescent Glow through Translucent Imperial Jade skin, Kintsugi Gold Veins, , , , , 3D relief effect, sharp focus</li><li><strong>Best For:</strong> students, remote workers, yoga lovers, and anyone building a serene everyday space.</li></ul><p><strong>SEO Keywords:</strong> glow in the dark, neon aesthetic, cyberpunk zen, crystal healing, spiritual energy, mystical creature, fantasy art, rave culture, festival sticker, UV reactive</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Saved under the reference SKU below for easy collector matching.</p><p><small>Reference SKU: Sticker-Zen-0042</small></p>","Bioluminescent Crystal Dragon Minimal Desk Collector Dark Academia Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","kintsugi art, jade art, library gift, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic",13,"Bioluminescent Crystal Dragon Minimal Desk Collector is part of a Quiet Relic Studio Dark Academia collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: kintsugi art, jade art, library gift, sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
Sticker-Zen-0044,Sticker,Zen,Printify_Published_Mockups5,69f2396ccaeb1241880b692d,Zen Aesthetic Dragon Coil 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water Bottle,78,Zen Aesthetic Dragon Coil 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water Bottle,78,True,True,"<h2>Zen Dragon Coil Sticker Kiss-Cut Sticker</h2><p>Bring calm and balance into your daily routine with this Zen Dragon Coil Sticker zen aesthetic kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Zen Mentor-Grade; Zen aesthetic.</li><li><strong>DNA Profile:</strong> Missing</li><li><strong>Best For:</strong> mindfulness lovers, minimalists, journal keepers, yoga enthusiasts, and peaceful room setups.</li></ul><p><strong>SEO Keywords:</strong> mandala art, circular design, meditation symbol, spiritual geometry, sacred geometry, yin yang balance, harmony sticker, zen circle, endless knot, Buddhist art</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Complete the collection with matching Alchemy pieces.</p><p><small>Reference SKU: Sticker-Zen-0044</small></p>","Dragon Coil Water Bottle Zen Aesthetic Sticker Sheet, Kiss Cut Vinyl, Journal Laptop Gift","sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift, study decor, jade aesthetic, mystical sticker, scrapbook decal, unique sticker",13,"Dragon Coil Water Bottle is part of a Quiet Relic Studio Zen Aesthetic collection built around jade textures, quiet ritual objects, scholar-room atmosphere, and collectible visual detail.

Product: 6x6 kiss-cut vinyl sticker sheet
Includes: One physical 6x6 kiss-cut sticker sheet with coordinated designs.
Best for: journals, laptops, notebooks, scrapbooks, water bottles, and study desk decor
Style keywords: sticker sheet, kiss cut sticker, vinyl sticker, dark academia, zen sticker, journal sticker, laptop sticker, book lover gift

Image note: the main product image represents the item customers receive. Additional images are included as concept, detail, or collection-reference views and do not represent extra products or selectable variations.

Production note: this item is made through a print-on-demand production partner after purchase. Minor color differences may occur between screen previews and the finished physical item.",False,
